Date,Time,Artist(s),Instruments/Details,Venue,Source
2025-12-31,09:00,Suchithra Balasubramanian,Harikatha; Karaikal S. Venkatasubramanian (Violin); A. V. Manikantaan (Mridangam); S. Venkatraman (Harmonium),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2025-12-31,11:45,J. Yoga Kirtana,Vocal; P. Akshaya (Violin); Mysore L. Vadiraj (Mridangam),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2025-12-31,13:30,Maharajapuram S. Ganesh Viswanathan,Vocal; Vaibhav Ramani (Violin); D. V. Sivaraman (Mridangam); Vellattanjoor Sreejith (Ghatam),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2025-12-31,16:00,Trivandrum Dr. N. J. Nandini,Vocal; Apoorva Krishna (Violin); Akshay Anand (Mridangam); K. R. Sivaramakrishna (Kanjira),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2025-12-31,18:45,Sikkil C. Gurucharan,Vocal; V. Sanjeev (Violin); Delhi S. Sairam (Mridangam); H. Prasanna (Ghatam),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2026-01-01,09:15,Mysore M. Nagaraj & Dr. Mysore Manjunath,Violin Duet; Sangita Kalanidhi Thiruvarur Bakthavathsalam (Mridangam); U. N. Giridhar Udupa (Ghatam),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2026-01-01,15:45,Selaiyur Brothers - P. V. Shanmugham & P. V. Raghuraman,Nagaswaram; Achamangalam A. S. Saravanan (Thavil); Pallikaranai P. V. Bharathidasan (Thavil),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2026-01-01,17:00,SADAS,Conferring of the title of Sangita Kalanidhi on R.K. Shriramkumar; Presided by Dr. N. Rajam,"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2026-01-01,19:00,Vijayakrishna Bhagavathar,Namasankeerthanam; Govindapuram Balaji Bhagavathar (Upanyasam),"T.T. Krishnamachari Auditorium, The Music Academy Madras",MUSICACAD9381
2025-12-23,17:15 - 18:50,Vid. Vivek Moozhikulam,Vocal; Violin: Vid. S. R. Mahadeva Sharma; Mridangam: Vid. B. S. Prashanth; Ghatam: Vid. Udipi Balakrishnan,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-23,19:00 - 21:00,Vid. Neyveli Santhanagopalan,Vocal; Violin: Vid. Delhi Sunder Rajan; Mridangam: Vid. B. Ganapathyraman,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-24,17:00 - 18:50,Vid. Abilash Giriprasad,Vocal; Violin: Vid. Delhi R Sridhar; Mridangam: Vid. Tiruvarur Vaidyanathan; Ghatam: Vid. Trivandrum R Rajesh,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-24,19:00 - 21:00,Vid. Rama Varma,Vocal; Violin: Vid. Avaneeswaram S. R. Vinu; Mridangam: Vid. Trichy B. Harikumar; Ghatam: Vid. Trichy Krishnaswamy; Morsing: Vid. Payyannur Govinda Prasad,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-25,17:00 - 18:50,Dr K Gayatri,Vocal; Violin: Vid. Sanjay Suresh; Mridangam: Vid. Poongalum Subramaniam; Ghatam: Vid. Trivandrum R Rajesh,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-25,19:00 - 21:00,Vid. A. S. Murali,Vocal; Violin: Vid. V. L. Kumar; Mridangam: Vid. Srimushnam Rajarao; Morsing: Vid. A. S. Krishnan,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-26,17:00 - 18:50,Vid. Anahita & Vid. Apoorva,Vocal; Violin: Vid. Sanjay Suresh; Mridangam: Vid. B N Kasinadh; Ghatam: Vid. Udipi Balakrishnan,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-26,19:00 - 21:00,Dr R Suryaprakash,Vocal; Violin: Vid. Bombay R. Madhavan; Mridangam: Vid. Srimushnam Rajarao; Ghatam: Vid. S. V. Ramani,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-27,17:00 - 18:50,Vid. Savita Sreeram & Vid. Suchithra Balasubramanian,Namasankeerthanam; Harmonium: Vid. N Chandrasekar; Mridangam: Vid. Venkata Subramanian,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-27,19:00 - 21:00,Vid. V. K. Manimaran,Vocal; Violin: Vid. Anayampatti G.Venkatasubramanyam; Mridangam: Vid. Poongalum Subramaniam; Kanjira: Vid. Trivandrum D Rajagopal,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-28,17:00 - 18:50,Vid. Amrutha Venkatesh,Vocal; Violin: Vid. Trivandrum Dr N Sampath; Mridangam: Vid. Nanjil Arul; Morsing: Vid. Thirunakkara Rethish,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-28,19:00 - 21:00,Mysore brothers Vid. Mysore Nagaraj & Dr. Mysore Manjunath,Vocal; Mridangam: Vid. Srimushnam Rajarao; Ghatam: Dr. Suresh Vaidyanathan,"Sri Krishna Saras Hall No 6, 124-c, PS Siva Swamy Rd, Kattukoil Garden, Mylapore, Chennai",GAYATRI
2025-12-22,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-22,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-22,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-22,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-23,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-23,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-23,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-23,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-24,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-24,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-24,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-24,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-25,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-25,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-25,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-25,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-26,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-26,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-26,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-26,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-27,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-27,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-27,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-27,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-28,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-28,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-28,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-28,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-29,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-29,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-29,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-29,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-30,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-30,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-30,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-30,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-31,10:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-31,14:00,,Global Talent Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-31,16:45,,Combo Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-31,19:00,,Grand Vocal and Instrumental Concerts,"Aradhan Mini Hall, No. 284, CIT Colony, TT Krishnamachari Road, Alwarpet, Chennai-600018",GCMA8928
2025-12-01,16:30,Swarathmika Srikanth,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-01,18:30,Ashwath Narayanan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-02,16:30,Srirangam V Venkatanagarajan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-02,18:30,Gayathri Girish,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-03,16:30,Hamzini Vytheeswaran,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-03,18:30,S. Mahathi,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-04,16:30,Lakshmi Priya,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-04,18:30,Carnatica Brothers,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-05,16:30,Shruthi S Bhat,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-05,18:30,Sangeetha Bhakthi Samarpanam,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-08,16:30,Jayshri Aravind,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-08,18:30,Amritha Murali,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-09,16:30,Sangeetha Swaminathan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-09,18:30,K S Vishnudev,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-10,16:30,Jayalakshmi Shekar,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-10,18:30,G Baby Sreeram,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-11,16:30,B U Ganesh Prasad,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-11,18:30,M Chandrashekaran,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-12,16:30,Archana and Aarathi,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-12,18:30,TV Gopalakrishnan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-13,16:30,Brindha Manickavasakan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-13,18:30,Dushyanth Sridhar,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-14,16:30,SV Sahana,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-14,18:30,Vidya Kalyanaraman,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-15,16:30,Kiran Nivi,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-15,18:30,Prince Rama Varma,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-16,16:30,Sunil Gargyan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-16,18:30,Charumathi Raghuram,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-17,16:30,Geetha Raja,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-17,18:30,Nagai Muralidharan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-18,16:30,Archana and Samanvi,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-18,18:30,Viji & Sriram Krishnan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-19,16:30,Suma Sudhindra,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-19,18:30,Dr S Sundar,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-20,16:30,R Surya Prakash,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-20,18:30,O S Arun,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-21,16:30,Ananya Ashok,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-21,18:30,Chitravina Ravikiran,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-22,16:30,J B Keerthana,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-22,18:30,T N S Krishna,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-23,16:30,Balu Masti,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-23,18:30,Sriram Parasuram,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-24,16:30,Ashok Subramaniam,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-24,18:30,D Raghavachari,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-25,16:30,Kiranavali,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-25,18:30,Dr Chitra Madhavan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-26,16:30,Delhi Sundar Rajan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-26,18:30,Ravi Rajagopal,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-27,16:30,Anahita and Apoorva,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-27,18:30,Peccu Kutcheri,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-28,16:30,Kruthi Vittal,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-28,18:30,Jayachandran,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-29,16:30,Yoga Vandana,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-29,18:30,Talk on Flute Mali,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-30,16:30,Srivathsan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-30,18:30,Sriram Parasuram,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-31,16:30,Kalyanapuram Aravind,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-31,18:30,Madhusudhanan Kaliselvan,,Arkay Convention Center Mylapore,ARKAYCONVT-8X11
2025-12-15,09:00,"Thirumeignanam T.P.N. Ramanathan, Pandamangalam P. G. Yuvaraj","(Nagaswaram) - Thanjavur R. Govindarajan (Thavil), Udumalpet V. Manigandan (Thavil)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-15,09:00,"Tiruvannamalai P. Balaganesan, Tiruvannamalai B. Bagesri, Tiruvannamalai B. Kanimozhi (Nagaswaram Trio)","(Nagaswaram) - Tiruneermalai B. Mani (Thavil), Eguvarpalayam E. V. Ganapathy (Thavil)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-15,11:45,Abhishek Ravishankar,"(Vocal) - Bhargav Tumkur (Violin), Sriram Srinivasan (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-15,13:30,S. Adithyanarayanan,"(Vocal) - V. S. Gokul (Violin), L. Sudarsan Srinivas (Mridangam), Sunaad Anoor (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-15,17:00,A.R. Rahman,Chief Guest - Inauguration,T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-15,19:00,K. Arun Prakash & Ensemble,"""Nadarnava"" - Mylai M. Karthikayan (Nagaswaram), Sujith S. Naik (Flute), Vishaal R. Sapuram (Chitraveena), Charulatha Chandrasekar (Veena), Sandeep Ramachandran (Violin), N. Madan Mohan (Violin), Sruthi Sarathy (Violin), Sayee Rakshith (Violin), Vignesh Krishnamurthy (Vocal), Dhanush Anantharaman (Vocal), Nanditha Kannan (Vocal), Shakthi Muralidaran (Vocal), V. Anirudh Athreya (Kanjira), N. Guruprasad (Ghatam), Sai Subramaniam (Moharsing)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-16,09:00,Dr. Gayathri Girish,"(Vocal) - Dr. M. Narmadha (Violin), Poongulam S. Subramanian (Mridangam), M. Gururaj (Moharsing)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-16,11:45,Siddharth Prakash,"(Vocal) - Palakkad G. Kailasapathy (Violin), Aswini Srinivasan (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-16,13:30,Vani Ramamurthi,"(Vocal) - Shreya Devnath (Violin), Karthick Ganeshraman (Mridangam), Bharadwaj R. Sathavalli (Moharsing)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-16,16:00,Nisha Rajagopalan,"(Vocal) - Dr. Nishanth Chandran (Violin), Trivandrum V. Balaji (Mridangam), S. Shri Sainath (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-16,18:45,Amritha Murali,"(Vocal) - R. K. Shriramkumar (Violin), N. Manoj Siva (Mridangam), C. P. Vyasavittala (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-17,09:00,Trivandrum Dr. G. Baby Sreeram,"(Vocal) - Aditi Krishnaprakash (Violin), S. V. Ramani (Mridangam), R. Raman (Moharsing)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-17,11:45,V. Krupaa Lakshmi,"(Vocal) - Shiva Ramamurthi (Violin), S. Vignesh (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-17,13:30,Dr. N. Jayakrishnan Unni,"(Vocal) - Visvesh Chandrasekar (Violin), S. Karthick Narayanan (Mridangam), S. Hari Kishore (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-17,16:00,Ramana Balachandhran,"(Veena) - Anantha R. Krishnan (Mridangam), Dr. Suresh Vaidyanathan (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-17,18:45,R. Ashwath Narayanan,"(Vocal) - B. U. Ganesh Prasad (Violin), Sangita Kalanidhi Umayalpuram K. Sivaraman (Mridangam), B. S. Purushotham (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-18,09:00,Dr. Subhashini Parthasarathy,"(Vocal) - Dr. Usha Rajagopalan (Violin), Kumbakonam K. Swaminathan (Mridangam), Sukanya Ramgopal (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-18,11:45,R. Lakshmipriya,"(Vocal) - M. P. Krithik Koushik (Violin), K. P. Arjun Sundaram (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-18,13:30,B. J. Madhuri Kaushik,"(Vocal) - Haritha Narayanan (Violin), S. Kavichelvan (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-18,16:00,A. S. Murali,"(Vocal) - Nagai R. Muralidharan (Violin), Trichur C. Narendran (Mridangam), N. Rajaraman (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-18,18:45,Sangita Kalanidhi T. M. Krishna,"(Vocal) - Akkarai S. Subhalakshmi (Violin), B. Sivaraman (Mridangam), Chandrasekhara Sharma (Ghatam), V. Anirudh Athreya (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-19,09:00,Rithvik Raja,"(Vocal) - Sruthi Sarathy (Violin), K. Arun Prakash (Mridangam), Madipakkam A. Murali (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-19,11:45,Charulatha Chandrasekar,"(Veena) - Sarvesh Karthick (Mridangam), Murali Varadharajan (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-19,13:30,Archana & Aarathi,"(Vocal) - Nagercoil K. Anand (Violin), T. Nikshith (Mridangam), Kurichithanam Ananthakrishnan (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-19,18:45,Sangita Kalanidhi Dr. S. Sowmya,"(Vocal) - Embar S. Kannan (Violin), Neyveli R. Narayanan (Mridangam), Udupi S. Sreedhar (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-20,09:00,K. Bhaskaran,"(Flute) - B. K. Raghu (Violin), Mannarkoil J. Balaji (Mridangam), Adambakkam K. Sankar (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-20,11:45,Deepthi Suresh,"(Vocal) - Rishabh Ranganathan (Violin), R. Aravind Srikanth (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-20,13:30,Akshay Padmanabhan,"(Vocal) - Sandeep Ramachandran (Violin), S. Gomathishankar (Mridangam), Shinu Gopinath (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-20,18:45,K. Bharat Sundar,"(Vocal) - M. Rajeev (Violin), Patri Satishkumar (Mridangam), N. Guruprasad (Ghatam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-21,09:00,Shertallay Dr. K. N. Renganatha Sharma,"(Vocal) - M. A. Sundareswaran (Violin), Palladam R. Ravi (Mridangam), Tirunakkara K. R. Rethish (Moharsing)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-21,11:45,Sushma Somasekharan,"(Vocal) - Sreelakshmi S. Bhat (Violin), Ambur U. Padmanabhan (Mridangam)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
2025-12-21,13:30,J. B. Keerthana,"(Vocal) - Delhi R. Sridhar (Violin), G. S. Nagaraj (Mridangam), Vishnu Kammath (Kanjira)",T.T. Krishnamachari Auditorium,MUSIC-ACADEMY_26X51_2025-26_291125_V9
